business_id,business_name,owner_name,email,phone,address,city,state,country,zipcode,industry,founded_year,employee_count,revenue,website,status,rating,registration_no,created_at,updated_at
10010,"Morris, Webster and Thompson",Raymond Foley,stephanie95@smith-vasquez.org,189-453-8637x3083,"7768 Patrick Vista, Port Stephanie, LA 20645",West Deborah,Washington,British Virgin Islands,62085,Manufacturing,1959,1005,2877960.9,www.morriswebsterandthompson.com,Inactive,1.36,or-95080978,2021-09-25,2022-07-19
10011,Rodriguez PLC,Shawn Sanchez,fkhan@torres.com,(167)011-5912,"130 Glenn Circle, East April, SC 40687",Lake Aprilchester,California,Poland,16802,Logistics,1966,389,92340474.3,www.rodriguezplc.com,Closed,2.15,ge-44831553,2022-02-15,2022-02-25
10012,Patterson Inc,Nicholas Calhoun,angela38@erickson.com,069.350.8192x5683,"817 Russell Ridges Apt. 129, Port Carlaton, DE 22516",South Dawnmouth,Missouri,Suriname,68629,Healthcare,2025,2596,2829653.69,www.pattersoninc.com,Active,3.31,mJ-90233842,2022-03-28,2022-05-21
10013,"Rivers, Chavez and Baker",Lindsay Johnston,hollandcrystal@jenkins.com,+1-544-503-0036x18886,"803 Velez View, Richmondside, MD 01349",Martinezfort,North Carolina,Mozambique,79586,Manufacturing,1964,1296,97555725.05,www.riverschavezandbaker.com,Pending,2.47,mK-39317060,2022-12-25,2023-05-13
10014,Hall-Yates,Matthew Shaffer,eric26@diaz.com,001-663-166-3869x3168,"0916 Tiffany Bypass, South Jared, TN 86898",New Laurie,Wisconsin,Haiti,88090,Hospitality,2000,604,51014819.6,www.hall-yates.com,Inactive,4.97,GO-96313746,2021-12-07,2023-08-12
10015,"Olsen, Bush and Reyes",John Torres,rhart@baldwin.org,676.782.8803,"20555 James Squares Apt. 856, Thomaston, AL 77922",South Kelly,New York,Gambia,58870,Healthcare,1973,3018,29119530.23,www.olsenbushandreyes.com,Inactive,2.84,Zj-33430060,2022-10-11,2023-08-09
10016,Perry Inc,Mary Berry,joseph23@mcdaniel-solomon.org,297.865.5992,"28244 Dawn Spring, East Nicole, IA 46437",West Denise,Nevada,Colombia,66138,Retail,1973,949,10640157.07,www.perryinc.com,Inactive,1.86,In-94399706,2022-08-22,2023-11-04
10017,Collins-Schwartz,Jonathan Reed,patricia58@williams.com,001-938-509-5186x64187,"3356 Chelsea Forks Apt. 157, Ayalaborough, OH 66839",Wagnerberg,Arizona,Lao People's Democratic Republic,65088,Real Estate,2001,2478,52725476.3,www.collins-schwartz.com,Active,1.4,cl-57878347,2020-12-22,2021-12-30
10018,Wilson Inc,Robert Medina,uwagner@rodgers-nelson.com,855-432-8280,"2261 Butler Dale, Lake Philip, OR 57367",New Tony,Virginia,Syrian Arab Republic,02694,Manufacturing,2014,2156,79656111.94,www.wilsoninc.com,Inactive,1.3,hX-51190274,2020-08-20,2022-06-17
10019,"King, Martin and Fisher",Courtney Carey,michelle82@adams-thornton.org,337.826.1505x3668,"0057 Cynthia Stravenue, New Margaret, NJ 44243",Nicoletown,Alabama,Christmas Island,51913,Finance,1977,428,24618184.89,www.kingmartinandfisher.com,Inactive,3.67,jK-02725757,2022-08-04,2022-12-02
10020,"Robinson, Clark and Davis",Donna Wise,oallen@price.com,(569)728-4743x47008,"4859 Ray Well Apt. 970, East Paul, NY 86125",Jaredport,Maine,Comoros,50114,Healthcare,1988,609,10355786.65,www.robinsonclarkanddavis.com,Pending,1.88,Ze-07053025,2022-07-15,2023-10-18
10021,"Campbell, Sims and Dean",Brandon Shepard,jessica55@martinez.org,+1-330-451-0840x0324,"923 Russell Ford, Malikport, MT 50857",South Maria,South Carolina,China,29569,Hospitality,1957,1809,25561356.06,www.campbellsimsanddean.com,Pending,2.04,VG-81543889,2021-11-08,2024-01-16
10022,"Garcia, Santiago and Fowler",David King,brightlisa@martinez.biz,847-649-7721,"10585 Maldonado Field, West Tylerhaven, MO 42730",Crossmouth,South Dakota,British Virgin Islands,07356,Education,2017,3061,99500041.05,www.garciasantiagoandfowler.com,Inactive,3.47,bl-61487953,2024-10-09,2024-12-14
10023,Wood PLC,Rebecca Gomez,jodi93@terry-webb.com,001-120-993-8148x436,"95791 Alexandria Lodge Suite 117, Amberborough, AL 47551",South Davidshire,Utah,Macedonia,11156,Healthcare,1998,2363,49473788.73,www.woodplc.com,Active,2.23,IT-49375297,2022-11-22,2025-06-16
10024,Reyes-Hawkins,Karen Frye,xburton@brown.com,001-948-195-0467x7442,"7375 Allen Turnpike Apt. 777, Sierratown, ND 74075",Port Victoriaside,Missouri,Nepal,02646,Manufacturing,2013,101,66552769.09,www.reyes-hawkins.com,Closed,3.97,uY-43156579,2021-12-05,2022-12-24
10025,Todd PLC,Andre Mills,zpope@ayala-dean.biz,354.490.4510x1227,"PSC 1642, Box 7228, APO AA 45758",North Ashley,Nevada,Chad,98201,Hospitality,2025,219,39222409.44,www.toddplc.com,Closed,2.38,Yq-97262195,2022-08-31,2023-04-26
10026,"Gardner, Mason and Duran",Matthew Harrison,rickrobinson@murray.net,919.547.9476x65394,"508 Smith Plaza Apt. 612, East Jimmy, HI 45149",North Christine,Ohio,Trinidad and Tobago,62501,Manufacturing,1959,4336,5384119.65,www.gardnermasonandduran.com,Closed,2.59,wD-74997011,2022-01-07,2022-06-08
10027,Randall-Thornton,Eric Larsen,daleharvey@morgan-johnson.com,254-450-8455x5598,"80459 Contreras Club, Ponceville, AZ 72690",Robersonborough,Kansas,Gibraltar,58278,Education,1986,3552,5754150.88,www.randall-thornton.com,Closed,4.33,VS-21676239,2023-05-16,2025-08-19
10028,Martinez-King,David Perez,briggsgina@gonzalez.com,001-678-043-1021x7192,"2751 Hill Park, Lake James, SD 86525",New Brandontown,Missouri,Macedonia,10066,Education,2017,3142,19860579.19,www.martinez-king.com,Active,3.86,to-31492239,2021-08-05,2022-08-24
10029,Hernandez Ltd,Raymond Burns,gonzalezjennifer@hodge.com,183.737.6622,"61431 Myers Freeway Suite 944, Smithside, OH 71367",Amandaland,Mississippi,Burkina Faso,15151,Healthcare,1999,2680,91037274.27,www.hernandezltd.com,Pending,1.49,an-38556862,2022-07-08,2022-11-24
10030,"Delgado, Tate and Ross",Victoria Alexander,gpowers@schmidt.com,001-176-882-0939,"31778 James Ridge, Graveston, VA 85689",South Noahberg,New Mexico,Syrian Arab Republic,94637,Healthcare,2005,4889,76169652.52,www.delgadotateandross.com,Closed,3.12,Ug-04513612,2023-11-28,2025-08-19
10031,Thompson PLC,Dr. Terry Edwards,chris28@garcia.com,(570)810-0683,"059 Byrd Plaza, Williamside, ND 80487",Sotoborough,Illinois,American Samoa,20579,Finance,1982,2141,90545774.15,www.thompsonplc.com,Pending,4.74,Db-87438266,2023-06-23,2023-10-20
10032,"Marshall, Wright and Tucker",Kathleen Reed,angelkerr@short-keller.com,001-431-958-5568,"292 Johnson Pike Suite 899, New Andrea, OR 97463",West Juliefort,Oklahoma,Puerto Rico,34548,Technology,1954,1998,26680449.78,www.marshallwrightandtucker.com,Closed,4.89,TP-73575646,2024-02-09,2025-08-19
10033,"Atkinson, Norris and Bennett",Edward Waters,colemanmolly@hernandez-stokes.com,001-536-221-6364x0245,"1601 Smith Motorway Apt. 277, West Josehaven, ND 34764",Port Dylan,Idaho,Thailand,58600,Finance,2002,4466,53933324.57,www.atkinsonnorrisandbennett.com,Inactive,1.74,aX-57719964,2023-01-07,2023-08-12
10034,Jackson Ltd,Kerry Keller,carolynarroyo@krause-johnson.net,2298768799,"54283 Beck Place Apt. 945, Taylorland, RI 70950",Mullinsfurt,Alaska,Serbia,07738,Logistics,2001,3453,37970419.79,www.jacksonltd.com,Inactive,3.56,cK-24702518,2023-02-16,2025-02-06
10035,Giles-Johnson,Julia Rodgers,crystal22@lewis.com,+1-619-957-8479,"425 Christopher Crossing Suite 814, Seanchester, NJ 62375",Daviesview,Virginia,Zimbabwe,67385,Finance,1980,594,16916836.71,www.giles-johnson.com,Inactive,3.27,kb-60278056,2022-09-03,2024-06-25
10036,"Kramer, Thompson and Knight",Christopher Clark,bensonpamela@castillo.com,+1-507-046-5938x24188,"934 Wood Lake, New Jamestown, NC 16780",Greenborough,Mississippi,United States Virgin Islands,16895,Entertainment,1958,3081,86210187.06,www.kramerthompsonandknight.com,Active,1.73,Xn-79130304,2024-06-12,2025-01-21
10037,Newman PLC,Kim Perry,lorraine24@thompson-mills.com,294.752.0177,"248 Sanders Hills Apt. 989, South Jillian, VT 69435",Garcialand,Mississippi,Norway,08340,Logistics,1952,4767,7306139.82,www.newmanplc.com,Pending,1.03,wq-41375301,2022-11-03,2024-12-07
10038,Eaton-Campbell,Katherine Robinson,thomasjimenez@williams-holmes.com,(975)253-1256,"45256 Cherry Lane, Brettside, FL 71954",Port Charles,North Dakota,Sweden,85286,Entertainment,2001,4042,35946364.52,www.eaton-campbell.com,Inactive,4.97,Pj-72971462,2024-08-05,2025-08-19
10039,Becker LLC,Taylor Cortez,sandramorris@banks-henson.com,(557)019-6624x4155,"095 Russell Valley, Martinezville, GA 27265",Schneiderton,Virginia,Faroe Islands,16730,Logistics,2021,786,32038040.63,www.beckerllc.com,Pending,1.42,ID-89564574,2022-05-10,2023-04-21
10040,"Gonzalez, Long and Davis",Benjamin Porter,dlevine@liu.com,+1-949-873-7865x14300,"00883 Smith Square, Hugheshaven, MT 83976",Camachoville,Arkansas,Puerto Rico,03452,Retail,2002,3564,23721922.72,www.gonzalezlonganddavis.com,Inactive,4.43,TO-83672116,2023-05-28,2025-08-19
10041,"Roberts, Vazquez and Hall",Bernard Rodriguez,fmejia@lee-nunez.com,717.322.4338,"2666 Copeland Roads Suite 247, Walterville, VT 49946",Port Roger,Colorado,Austria,42822,Entertainment,1960,133,16426063.4,www.robertsvazquezandhall.com,Active,1.47,CU-61503402,2022-07-20,2025-01-24
10042,Allen-Taylor,Brandy Lane DDS,biancarussell@curtis-edwards.com,359.620.4135,"440 Margaret Rapid, Port Laurachester, GA 65240",Coreyfurt,Colorado,United States Minor Outlying Islands,59322,Finance,1967,1887,13901673.6,www.allen-taylor.com,Inactive,1.72,DW-19632082,2025-07-12,2025-08-19
10043,"Mccarthy, Liu and Holder",Kyle Barajas,tammypope@crawford.org,(103)385-0667x52337,"1802 Jeffery Spring, New Dana, KS 71048",Lisaville,Kansas,Pakistan,67395,Entertainment,1953,2932,58600182.31,www.mccarthyliuandholder.com,Inactive,1.9,IF-54392735,2022-04-12,2024-06-29
10044,Weaver-Chan,David King,angela06@smith-lawson.com,(779)404-8727x410,"19893 Alexander Lake, New Laurenborough, OR 49167",West Randyville,Texas,Guinea-Bissau,01293,Retail,1982,1871,80846631.05,www.weaver-chan.com,Pending,1.44,oU-49988220,2021-10-04,2023-02-07
10045,"Bell, Schaefer and Anderson",Andrew Austin,longjoseph@williams.com,636.620.0977x287,"8730 Smith Landing Apt. 069, East Stephanieton, MT 44210",Sanchezton,Virginia,Spain,62490,Manufacturing,1960,2269,75454147.86,www.bellschaeferandanderson.com,Inactive,2.66,TD-39650892,2021-11-02,2021-12-06
10046,Hansen-Jordan,Jesse Davis,nataliebriggs@gillespie.info,001-051-710-6725x347,"456 Sandra Vista, West Ruth, WV 69641",South Ericport,Oklahoma,Pakistan,30658,Technology,2012,4124,48144016.54,www.hansen-jordan.com,Closed,1.22,IM-70993997,2024-01-19,2024-03-26
10047,Robinson Ltd,Janet Campbell DVM,teresarussell@wheeler.info,418.640.3151x5652,"PSC 1455, Box 5335, APO AA 53731",Alexandraton,Maryland,Maldives,49643,Hospitality,2023,4968,23373761.22,www.robinsonltd.com,Pending,2.93,Hr-51641799,2022-11-27,2024-04-27
10048,"Mendoza, Brown and Peterson",Jackie Rodriguez,ruizkim@chen-levy.biz,856.010.8592x595,"1250 Kelly Station, Elaineland, OR 02839",South Andrehaven,Idaho,Italy,65936,Healthcare,1961,2206,53089077.81,www.mendozabrownandpeterson.com,Active,1.21,KH-87872606,2022-04-23,2024-08-08
10049,"Owens, Tate and Booth",Mark Smith,schmittvictoria@edwards.com,044.530.4863,"44885 Anthony Burg, Jeremymouth, VT 31071",East Melissastad,Mississippi,Israel,09747,Healthcare,1990,1108,16605479.26,www.owenstateandbooth.com,Pending,5.0,Cn-95541789,2021-11-09,2023-08-15
10050,Strong PLC,Christopher Perkins,lhall@taylor.com,(068)369-6733,"11695 Megan Grove Suite 515, South Danielhaven, WI 70264",Port Ronaldview,New York,Papua New Guinea,65091,Entertainment,1974,2733,9265202.45,www.strongplc.com,Pending,4.37,CZ-61335420,2021-03-25,2022-09-25
10051,"Flores, Thornton and Stewart",Michael Cooper,kglenn@morgan.com,001-570-115-1895x5962,"535 Stacy Valley Apt. 010, Nathanieltown, RI 52174",South Heather,Michigan,Central African Republic,32750,Logistics,2000,464,13006493.59,www.floresthorntonandstewart.com,Pending,2.63,Yg-92397401,2022-03-02,2024-01-12
10052,"Pittman, Lester and Cooke",Sergio Johnston,terrychristopher@watkins-clark.info,093.417.0045x7336,"13191 Long Loaf Suite 026, New Kelly, MS 21216",Garzafort,Indiana,China,14229,Entertainment,1967,2069,12367816.64,www.pittmanlesterandcooke.com,Inactive,1.71,Hl-01649644,2021-04-23,2021-10-09
10053,"Morris, Jackson and Walker",Julian Rose,abbottsierra@adams-smith.org,803-678-4896x339,"79109 Maria Park, New James, FL 44857",North Samanthaborough,Illinois,Turks and Caicos Islands,99885,Hospitality,1984,4496,25278679.26,www.morrisjacksonandwalker.com,Pending,4.65,CG-31460952,2023-04-14,2025-07-05
10054,Porter-Quinn,Dustin Ruiz,gonzalezmichelle@blair.com,001-408-255-8366x193,"7582 Holmes Port Apt. 806, Williamschester, AR 81335",North Jessica,Indiana,Croatia,43050,Hospitality,1959,47,37318484.36,www.porter-quinn.com,Inactive,1.36,io-43294176,2024-05-22,2024-06-03
10055,Jones PLC,Cameron Henry,bellfranklin@zimmerman.net,676.625.8604,"74418 Rodriguez Extensions Suite 707, Kaitlynland, OK 83904",Jessicashire,Utah,Uzbekistan,02502,Manufacturing,2018,1073,61784011.32,www.jonesplc.com,Inactive,2.62,LX-56321282,2021-10-08,2022-09-13
10056,"Lopez, Diaz and Anderson",Jamie Smith,jeremy07@brown.com,+1-300-306-3518,"226 May Mountain, Caitlinborough, CT 58695",Sheppardton,Idaho,Latvia,84018,Finance,1971,4739,58989965.75,www.lopezdiazandanderson.com,Pending,2.99,ew-29201934,2024-07-01,2025-08-19
10057,"Hutchinson, Roberts and Patrick",Lee Kennedy,destiny19@benton.org,1079689758,"81430 Walters Station, Port Joshua, IN 88135",East Michael,New Mexico,Georgia,70196,Technology,1986,2118,86258262.39,www.hutchinsonrobertsandpatrick.com,Inactive,1.66,RQ-33422274,2022-12-13,2024-09-04
10058,Mercado-Tate,Gregory Vasquez,gerald19@clark.com,173.633.1735,"8728 Amanda Road, Lake Alexis, WV 71221",West Shawn,Utah,Guyana,83636,Hospitality,2008,3817,84225474.39,www.mercado-tate.com,Active,2.51,bA-51796346,2025-02-23,2025-08-19
10059,"Mitchell, Barry and Li",Diane Landry,eguerrero@medina.com,4987757495,"36447 Coleman Spurs Suite 921, East Julia, NC 99152",Simpsonmouth,Tennessee,India,49914,Hospitality,1982,92,7373925.98,www.mitchellbarryandli.com,Inactive,4.99,OQ-87955850,2023-01-20,2024-12-10
10060,Schultz-Wright,Erik Mcdonald,brandiholt@colon.com,(305)316-5287,"114 Roger Manor, Danielleborough, NY 15816",Rachelview,Ohio,Switzerland,60911,Entertainment,1983,3589,93749599.96,www.schultz-wright.com,Closed,1.7,QO-37082096,2022-12-25,2023-02-14
10061,Saunders-Thompson,Jennifer Adams,dduarte@noble.com,701-057-9094x8367,"8698 Davidson Crossroad, Annahaven, TX 26258",Thompsonshire,Alaska,Reunion,84705,Entertainment,1968,3702,3136316.82,www.saunders-thompson.com,Closed,1.83,IZ-46121192,2025-07-28,2025-08-19
10062,Ortiz Group,Michael Mason,kimberly05@brown.com,001-674-094-4622,"42293 Thompson Locks Suite 384, Marissaport, NY 93868",Port Calvin,Wyoming,British Virgin Islands,49067,Education,1986,1413,55972821.09,www.ortizgroup.com,Inactive,4.87,Ro-34023421,2022-09-12,2024-04-04
10063,Mercado-Cortez,William Clark,lindagonzalez@gonzalez-lewis.net,+1-175-618-1222x41991,"75826 John Views Apt. 192, Charlesview, MS 07970",South Allison,Colorado,Zimbabwe,05085,Manufacturing,1996,2907,81837244.3,www.mercado-cortez.com,Active,2.23,uN-94759275,2021-01-24,2023-08-22
10064,Hernandez-Reid,Stephanie Mitchell,barnold@flores-smith.info,+1-827-161-8291x29628,"10045 Sanchez Stream Suite 923, Valerieview, RI 63042",West Ianbury,Vermont,Kazakhstan,88125,Hospitality,1997,439,59141262.93,www.hernandez-reid.com,Active,4.18,ku-18263775,2024-12-12,2024-12-19
10065,Bullock LLC,Jason King,dwhite@nelson.org,001-613-474-5686x12364,"33054 Charles Point, South Tom, VA 49510",Suzanneville,Maine,El Salvador,96390,Retail,2021,2705,56170829.69,www.bullockllc.com,Pending,4.3,Hf-83217198,2023-12-18,2024-02-19
10066,Ryan Inc,Lori Ruiz,carriefreeman@wade.biz,(928)410-0806x8665,"515 Smith Trail, Anthonyburgh, KS 33209",Nicholasstad,Nevada,Bahrain,40644,Real Estate,1977,4872,595871.12,www.ryaninc.com,Inactive,1.69,cu-24204601,2025-08-12,2025-08-19
10067,Smith LLC,Jared Scott,johnsonpatricia@harris.info,201.344.9312,"4569 Greer Unions, Rayton, MI 61997",Gilmorefort,Michigan,Albania,03164,Retail,2011,2253,20962676.11,www.smithllc.com,Active,3.85,ao-53653339,2023-07-28,2023-09-23
10068,Graves-Huffman,Jason Mercer,laura79@finley-aguilar.net,(443)925-5689,"1283 Lee Walk, Sheafort, MD 89734",Michaelville,Florida,Lebanon,23301,Retail,1950,3900,90740077.36,www.graves-huffman.com,Inactive,1.02,KO-44973509,2024-03-26,2025-08-19
10069,Burnett-Andrews,Brittany Freeman,timothy57@kelley.com,+1-780-129-6263x572,"29764 Wesley Motorway Apt. 896, Michaelfort, DC 80495",Brownfort,West Virginia,Suriname,16696,Technology,1983,4771,3062156.61,www.burnett-andrews.com,Closed,1.34,eA-22433051,2024-10-06,2025-08-19
10070,Banks-Humphrey,Christopher Mendez,matthew50@booth-paul.com,(376)819-7243x280,"6084 Sharon Bridge, South Sarahside, MI 36544",Davidtown,West Virginia,Cook Islands,27663,Healthcare,2013,1720,62668383.86,www.banks-humphrey.com,Inactive,3.08,UJ-92551843,2023-02-10,2025-04-06
10071,Hall-Skinner,Cathy Clark,eric11@macias.com,001-738-753-3185x2597,"USS Patel, FPO AP 45657",Davisview,Alaska,Romania,17258,Education,2001,2578,52571817.27,www.hall-skinner.com,Inactive,3.23,ug-73229618,2021-11-08,2023-06-29
10072,Rodriguez-Stark,Nicole Dixon,floydchristopher@hernandez-rocha.com,5189840104,"6023 Frank Spurs, Andrewville, NH 75172",Andersonview,Connecticut,Denmark,26287,Retail,1991,4102,74061215.01,www.rodriguez-stark.com,Active,3.18,tw-81999060,2022-02-02,2022-09-20
10073,"Keith, Stanton and Coleman",Tara Richard,phowell@bennett-manning.net,+1-151-432-7335x003,"1343 Kelly Route Apt. 876, Emmamouth, AL 26961",Jasonmouth,North Carolina,Ethiopia,77480,Hospitality,1972,3083,8089826.79,www.keithstantonandcoleman.com,Pending,2.67,Nu-12003142,2023-05-06,2024-11-18
10074,"Stephens, Stewart and Wang",Amanda Roberts,melissabrown@paul.com,+1-933-173-4239x289,"1768 Kathryn Junctions, South Thomas, ID 19016",Mistyberg,Oregon,South Georgia and the South Sandwich Islands,36704,Logistics,1963,3374,35813308.65,www.stephensstewartandwang.com,Pending,1.11,uh-41190434,2022-11-03,2025-02-17
10075,"Fuller, Deleon and Sanders",Cynthia Garner,torresnicole@valdez.com,(810)317-5131x9546,"799 Charles Creek Suite 506, New Katherinemouth, AL 43458",Mcguireville,Michigan,Panama,55700,Technology,1992,4327,30983279.14,www.fullerdeleonandsanders.com,Closed,4.38,DE-39209335,2023-10-22,2025-08-19
10076,"George, Bailey and Barker",Timothy Mejia,kyleweeks@smith.com,501-575-3169,"039 Thomas Burg, Allenhaven, VT 40329",Sueborough,Oregon,Costa Rica,53580,Manufacturing,1957,895,61387190.33,www.georgebaileyandbarker.com,Closed,3.13,RM-87385715,2021-06-09,2022-10-06
10077,Bryant LLC,David Ward,wendyreynolds@nelson.com,918.149.6626x8981,"117 Park Shores, New Petershire, MI 54477",Johnstonmouth,Maine,Spain,18712,Retail,1983,462,86613524.06,www.bryantllc.com,Pending,3.79,fa-74680519,2023-05-26,2024-04-01
10078,"Arnold, Hernandez and Stewart",Destiny Stephens,albert33@austin.com,5024412377,"67589 King Squares Suite 353, New Joseton, AR 64080",Lake Teresamouth,Ohio,Cayman Islands,36290,Finance,2019,2514,11428714.15,www.arnoldhernandezandstewart.com,Inactive,4.27,LK-78701260,2025-02-05,2025-08-19
10079,"Russell, Sanders and Moore",Amy Daniel,gregoryperez@conner.com,001-700-771-1687,"8499 Joseph Locks, Emilyburgh, RI 58010",North Jacquelinetown,Maryland,United States Virgin Islands,09871,Logistics,1992,2030,23753499.4,www.russellsandersandmoore.com,Active,3.89,VE-33502626,2021-07-06,2022-08-08
10080,Edwards-Alexander,Ashley Thompson,mia65@cook.org,+1-412-409-0657x925,"23460 Solis Fork Apt. 983, Stevenfort, SC 20613",Martinezhaven,Wyoming,Montenegro,56377,Real Estate,1954,1758,54375047.85,www.edwards-alexander.com,Pending,3.97,XY-90023568,2021-07-21,2021-12-04
10081,Terry Ltd,Patricia Harmon,qkaiser@flores-schmidt.com,7698192732,"627 Price Plain, Suttonmouth, IN 93485",Ellisview,Alabama,Belize,41259,Retail,1969,2306,626545.8,www.terryltd.com,Closed,1.85,Hd-05635161,2021-12-20,2023-08-25
10082,Nicholson-Rodriguez,Tammie Brown,droberts@harding.com,+1-828-888-1271x831,"9536 Garcia Turnpike Apt. 665, Gracebury, GA 20661",South Danielle,Minnesota,Falkland Islands (Malvinas),26442,Technology,1998,3567,40094905.71,www.nicholson-rodriguez.com,Pending,2.51,ea-10723944,2024-11-02,2025-08-19
10083,"Wolf, Dyer and Peterson",Christopher Morton,donna75@mills.info,710-470-6280x341,"63569 Bryan Lodge, Nunezton, NJ 91888",South Davidborough,Washington,Costa Rica,84032,Hospitality,2024,2310,78925395.87,www.wolfdyerandpeterson.com,Closed,4.58,pS-49707380,2025-07-25,2025-08-19
10084,Blevins Group,Veronica Smith,jacoblittle@murphy-carroll.com,+1-542-790-4100x04038,"2989 Montgomery Loop Suite 222, Crawfordchester, NH 11456",Mcdanielburgh,South Dakota,Moldova,46135,Education,1967,4915,46519550.52,www.blevinsgroup.com,Inactive,3.09,CF-07528377,2023-06-07,2024-06-12
10085,Jenkins-Roman,Miss Elizabeth Jones,colleenjackson@fields-garcia.com,306-724-3060x50871,"911 Wells Mountains Apt. 749, Lindseyhaven, DC 12090",Johnsonmouth,Michigan,United Kingdom,56719,Real Estate,1972,3066,24305002.58,www.jenkins-roman.com,Pending,4.39,em-88702477,2020-08-22,2021-09-01
10086,"Dunn, Webster and Farmer",Pamela Mayo,thompsonkathy@leonard-ortiz.biz,001-109-833-4553x706,"75186 Michelle Canyon Apt. 213, North Gary, MN 09596",East Jacobfort,North Carolina,Botswana,09323,Finance,2005,4601,87460334.6,www.dunnwebsterandfarmer.com,Inactive,2.98,IC-68650674,2020-12-10,2022-03-30
10087,Sullivan-Cantrell,Amber Spencer,dawn42@cunningham-martin.biz,+1-376-567-6265x9984,"451 Nichols Well Suite 846, West Nancy, SD 26586",Toddmouth,Ohio,Micronesia,38461,Finance,2005,4943,74378355.06,www.sullivan-cantrell.com,Inactive,1.4,kq-43668564,2022-10-05,2025-05-27
10088,"Allen, Brown and Zimmerman",Jenna Stewart,williampowell@chan-ponce.com,576.130.4519x785,"19122 Jesse Mill, Port Alexander, AL 92803",North Davidstad,Maine,Nepal,03303,Manufacturing,1974,1599,66569716.85,www.allenbrownandzimmerman.com,Closed,4.13,Ma-55727030,2020-10-22,2021-02-20
10089,Garcia-Lowe,Rachael Hopkins,timothy43@walker-harrison.com,5491491429,"Unit 5358 Box 0099, DPO AA 18803",Aguilarhaven,New York,Venezuela,28529,Real Estate,1966,2618,63074031.4,www.garcia-lowe.com,Pending,2.42,yX-19280591,2021-02-02,2023-05-22
