business_id,business_name,owner_name,email,phone,address,city,state,country,zipcode,industry,founded_year,employee_count,revenue,website,status,rating,registration_no,created_at,updated_at
11,Walker-Torres,Victor Daniels,ivelasquez@mata-rice.com,001-242-680-9508x194,"02109 Aguirre Mews Suite 106, West Zacharyfort, TX 55354",Barrettstad,Idaho,Lao People's Democratic Republic,05780,Healthcare,1994,252,93354403.72,www.walker-torres.com,Inactive,1.42,to-12081010,2021-06-27,2022-09-07
12,Brown-Simpson,Charles Davis,valeriescott@larson-kelley.com,933.318.6447x1402,"5335 Ellen Club, Hernandezmouth, IA 31377",Guerreroborough,Virginia,Brunei Darussalam,56196,Logistics,1959,908,79748349.1,www.brown-simpson.com,Inactive,4.63,HC-21843823,2020-10-28,2023-05-26
13,"Taylor, Prince and Choi",William Barrett,sarahbartlett@brown-edwards.com,019-523-9478x5459,"8651 Barton Radial Apt. 576, Hicksport, CA 95969",East Jessicaton,Mississippi,Cuba,00956,Entertainment,2020,1137,53318953.48,www.taylorprinceandchoi.com,Active,4.81,GF-54856340,2021-10-22,2023-12-24
14,"Winters, Norris and Henderson",John Tyler,davidsonaaron@hoover.biz,680-267-8855,"10746 Medina Underpass, Joannside, NH 80322",Elijahland,New Jersey,Japan,15254,Hospitality,1993,1477,14924168.1,www.wintersnorrisandhenderson.com,Pending,4.74,zF-34068042,2022-08-17,2023-03-20
15,Hart PLC,Andrew Bowen,andrewjohnson@gonzalez.com,001-770-413-4734x0848,"2677 Anderson Square Apt. 385, North Robertchester, TX 80019",South Sarastad,Connecticut,Slovenia,79762,Logistics,1983,1109,28360240.73,www.hartplc.com,Active,1.79,Jy-79072896,2022-04-25,2023-03-12
16,Hamilton-Gonzales,Jesus Brown,dlewis@lee-macias.org,001-310-327-1324x2876,"PSC 0344, Box 9558, APO AA 64345",East Kevinport,New Mexico,Estonia,44048,Finance,1974,2998,63799747.25,www.hamilton-gonzales.com,Inactive,1.59,Pg-48458898,2023-04-09,2025-03-07
17,Morales Group,Christine Lee,baileyjulie@murphy.com,335-686-2348,"54811 Hogan Mill Apt. 876, Richardton, VA 93519",Normaton,Georgia,Saint Martin,82005,Logistics,1986,1430,74662968.68,www.moralesgroup.com,Pending,2.53,Lf-57490821,2024-08-28,2025-08-19
18,Clark-Smith,Jeffrey Smith,lisabender@cox.com,356.966.3540,"549 Vincent Well, South Robert, ND 97604",South Austin,Tennessee,Vanuatu,65026,Manufacturing,2003,3667,96048709.95,www.clark-smith.com,Pending,3.83,LK-64708564,2024-09-27,2024-12-11
19,Bautista-Kirby,Tyler Peterson,swilson@kim.com,+1-803-086-4296x447,"3185 Veronica Road, Lindaland, MI 68247",South Daniel,Kentucky,Gabon,09885,Real Estate,1966,104,5065834.3,www.bautista-kirby.com,Pending,1.96,wC-17514360,2020-09-26,2022-11-17
20,"Lucas, Rodriguez and Cervantes",Paul Scott,michellewebb@rodriguez.com,439-467-9934x092,"36677 Michael Mills, Nicoleberg, MI 16994",Thomasborough,Idaho,Ireland,85358,Retail,2006,1055,47409915.96,www.lucasrodriguezandcervantes.com,Closed,4.74,nP-95233937,2024-11-28,2025-08-19
21,Fisher Ltd,Amber Rocha,michael78@berry.com,5496381655,"11964 Jonathan Pine Apt. 921, Jayfort, KY 45319",South Samantha,New Hampshire,Monaco,23607,Finance,1990,3130,84302878.75,www.fisherltd.com,Pending,2.08,Oy-16862064,2023-08-27,2024-09-13
22,"Wood, Watkins and Sutton",Michael Jackson,pauldunn@suarez.info,(888)214-3878x002,"0025 Taylor Radial Apt. 910, Thomasport, AR 37180",New Lisaland,Rhode Island,Gibraltar,65430,Education,2010,417,53939154.3,www.woodwatkinsandsutton.com,Closed,4.2,aI-35072285,2021-08-02,2022-08-17
23,"Atkins, Smith and Phillips",Mark Zuniga,mcarter@jones-williams.org,001-064-804-3120x420,"24863 Gallagher Road, Heathertown, HI 34194",Frankfort,Delaware,Gibraltar,99454,Hospitality,1989,4419,40947827.8,www.atkinssmithandphillips.com,Pending,2.33,eT-61391316,2021-03-10,2023-07-17
24,Smith and Sons,Chelsea Tate,teresarussell@barr.com,+1-642-275-4164x35829,"1718 Roberto Light, East Joseph, KS 22260",Taylorhaven,California,New Zealand,42630,Logistics,1976,3799,88371006.36,www.smithandsons.com,Inactive,4.85,nk-21424358,2022-12-19,2025-07-29
25,Allen-Holland,Crystal Gonzales,cnunez@hoover-maynard.com,999.055.0874x16388,"7382 Joe Plain Apt. 075, Brooketon, MA 03552",Austinside,Massachusetts,Palestinian Territory,39267,Education,2006,777,17357005.02,www.allen-holland.com,Inactive,2.21,Ym-61296301,2022-01-09,2022-04-24
26,"Pearson, Ortiz and Cochran",Amanda Anderson,rojasgilbert@porter.com,154-135-0921x060,"Unit 8202 Box 0745, DPO AP 79782",Evansfort,Washington,Denmark,76703,Technology,1974,2289,95810936.47,www.pearsonortizandcochran.com,Pending,2.03,UH-50366163,2020-11-21,2022-12-06
27,"Chaney, Avila and Haynes",Nancy Hernandez,bishopalbert@miller.com,231-749-3453x7577,"728 Richard Springs Apt. 423, Nicoleshire, WY 55100",Port Johnathanmouth,Massachusetts,Malawi,49181,Entertainment,1991,713,28002743.21,www.chaneyavilaandhaynes.com,Active,4.82,Sj-60869721,2021-10-22,2023-03-01
28,"Weeks, Nguyen and Mejia",Jesse Jenkins,brian10@jackson.com,3250808923,"0701 Stephanie Summit, Lake Williammouth, VA 80890",West Andrewport,Arkansas,Kyrgyz Republic,75020,Real Estate,2010,4875,45630349.31,www.weeksnguyenandmejia.com,Pending,3.56,pi-10118924,2021-01-12,2022-05-06
29,Boyd-Shaw,Patricia Robinson,cparker@webb.com,781-327-3054x5512,"492 Cunningham Parkway, Craigfort, MI 18336",Lake Paul,New Mexico,Haiti,53042,Education,1985,218,19928328.85,www.boyd-shaw.com,Inactive,2.02,mA-52620325,2021-07-16,2021-12-11
30,Shaw Group,Michael Wiley,collinsdarrell@conley-yates.com,2513705884,"4787 Eddie Ports Apt. 487, Kellychester, DE 86364",Lake Melissa,Tennessee,Greece,83881,Education,1962,649,73282976.15,www.shawgroup.com,Active,3.51,yg-94481875,2020-11-22,2021-04-03
31,"Alvarez, Macdonald and Baker",Michael Miller,utownsend@nichols.info,+1-787-160-1287x75277,"Unit 2639 Box 9619, DPO AE 99705",Ryanville,Hawaii,Antarctica (the territory South of 60 deg S),26143,Retail,1974,3244,50980360.1,www.alvarezmacdonaldandbaker.com,Closed,1.87,cI-66324596,2025-02-02,2025-08-19
32,Alvarado Inc,Sarah Jennings,travisreeves@jordan.com,590.471.4866,"089 Robertson Shoals, New Seanside, UT 41895",Leestad,Nebraska,Serbia,73964,Logistics,1957,2377,3544917.11,www.alvaradoinc.com,Pending,2.99,bf-00196119,2024-09-01,2025-08-19
33,Smith-Sullivan,Melissa Meyer,jacob51@davis.com,728-043-3911x72472,"296 Patricia Streets Suite 657, Riveraberg, WI 62376",Joneschester,Tennessee,Switzerland,88761,Education,1986,1996,70627165.63,www.smith-sullivan.com,Active,2.54,ZE-38620376,2025-03-16,2025-08-19
34,"Gomez, Simpson and Palmer",Jaclyn Smith,villanuevascott@martin-gray.com,151.954.2496,"689 John Skyway Suite 527, Jeremiahfurt, VT 09126",North Robert,Arkansas,Qatar,18955,Education,1973,1339,94478797.3,www.gomezsimpsonandpalmer.com,Inactive,2.57,kX-15222814,2020-12-17,2022-09-20
35,"Lowe, Schmitt and Collins",Donald Harris,john68@mcfarland-williams.com,844-802-8869x52363,"142 Lawrence Avenue Suite 902, North Sandra, DC 26366",South Kimberly,New Hampshire,Liechtenstein,12154,Hospitality,2013,799,32182556.37,www.loweschmittandcollins.com,Inactive,3.33,Lt-40513810,2024-01-29,2024-09-16
36,Bowman-Olson,Julie Li,wdaniels@pope-mckinney.info,(736)319-7747,"Unit 6262 Box 1057, DPO AA 03890",Kimberlymouth,Florida,Honduras,94208,Finance,1968,2801,62846129.31,www.bowman-olson.com,Closed,2.56,HP-99061936,2023-09-15,2024-07-22
37,Romero-Hayes,Jason Gonzalez,jenniferpoole@nelson.com,+1-221-101-7250x14438,"693 Thomas Mills Apt. 976, Kevinside, DC 83963",Stoutfort,Arizona,Palestinian Territory,50511,Real Estate,1984,2517,22853716.6,www.romero-hayes.com,Active,4.64,Ak-22248494,2020-11-19,2021-09-30
38,Maxwell PLC,Dawn Kim,ellentucker@patel.com,646-686-3399x378,"7162 Jessica Square Suite 054, West Robert, MO 38993",Walterfort,Washington,Cuba,90220,Hospitality,1976,3006,68859554.46,www.maxwellplc.com,Closed,2.36,Du-87763389,2023-02-14,2024-10-08
39,Davis-Brown,Andrea Johnson,ashleejohnson@anderson.net,856-162-4661x45182,"95365 Boyer Spur Apt. 279, South Julia, OR 90445",South Lynn,Arkansas,Aruba,63712,Healthcare,1981,2018,57839838.75,www.davis-brown.com,Pending,3.16,yK-48021105,2020-11-25,2022-10-03
40,Ray-Parks,Maria Ramsey,vsmith@lopez.org,(718)505-4290x314,"8656 Carlos Forks, North Alyssa, ME 89041",Dominiquehaven,West Virginia,Japan,07001,Education,1987,3553,26078651.82,www.ray-parks.com,Pending,4.16,Wt-91234996,2023-07-27,2024-06-02
41,"Ramirez, Gray and Velasquez",Michelle Shepherd,codytaylor@jackson.com,1037233751,"3076 Dennis Ranch Apt. 583, Bellmouth, MD 37793",Jonesfort,New Mexico,Sierra Leone,47319,Healthcare,2024,6,89396658.17,www.ramirezgrayandvelasquez.com,Pending,2.2,cY-76267142,2024-11-19,2025-08-19
42,Blake Group,Hector Jones,joshuaburnett@erickson.info,001-240-589-4419x871,"53528 Torres Heights Suite 191, North Benjamin, PA 10749",Lisahaven,Wisconsin,Lithuania,26542,Technology,1974,1966,85815400.03,www.blakegroup.com,Closed,1.35,JV-89612294,2022-09-20,2023-01-13
43,"Evans, Ford and Sanchez",Patricia Osborne,karen06@sellers.info,+1-332-747-4964x0094,"66850 Carl Alley Apt. 400, Lake Richard, SD 22074",Brownbury,Iowa,Tajikistan,09837,Technology,1955,1198,93539008.73,www.evansfordandsanchez.com,Pending,4.54,JG-33901867,2022-06-04,2023-07-15
44,Anderson Group,Terri Martin,lauren12@valencia.com,001-098-834-9076x52610,"3958 Morgan Turnpike, West Gabriela, FL 82799",North Robinmouth,Alabama,Bermuda,20203,Education,2020,3448,43623704.89,www.andersongroup.com,Pending,2.45,Du-32948477,2023-10-26,2025-08-19
45,Ramirez PLC,James Evans,medinajoshua@hoover-adkins.com,+1-537-848-6769x12975,"24176 Briggs Light, Brandifort, FL 24588",Candiceshire,Oklahoma,Togo,04377,Healthcare,1995,1855,29361330.33,www.ramirezplc.com,Closed,2.47,RY-79127723,2022-11-16,2024-02-28
46,Perez Ltd,Amber Alvarez,barbara52@rivera.net,001-774-523-9559x906,"4547 Hernandez Passage Suite 826, Lambertmouth, GA 56817",New Patrickmouth,Missouri,Kiribati,21716,Education,2006,4916,79202443.82,www.perezltd.com,Pending,4.24,of-65514066,2022-03-14,2022-09-30
47,Gonzalez Inc,Kathleen Esparza,gabrielcalderon@rivera.com,711-832-8418x9911,"82219 Rebecca Cape Suite 585, Welchberg, OR 51659",Yvettemouth,Connecticut,Heard Island and McDonald Islands,27683,Finance,1985,2437,17317938.08,www.gonzalezinc.com,Active,1.02,Rt-16090516,2024-11-08,2025-08-19
48,Martinez-Yu,Troy Robertson,bryantjohnny@kennedy-smith.com,001-558-592-3610x1110,"6027 Joe Land, Gregoryfurt, ME 47003",Sarahborough,Kansas,Macao,54347,Technology,1998,2228,20773417.24,www.martinez-yu.com,Closed,1.1,St-17462457,2021-10-23,2023-12-19
49,Mullins-Kline,Martin Turner,mballard@wilson-howard.biz,089.722.0059,"PSC 5831, Box 6210, APO AP 33590",Andersonshire,Vermont,Cayman Islands,27018,Healthcare,1952,2003,93337790.63,www.mullins-kline.com,Active,3.0,uy-91345402,2023-10-04,2025-05-08
50,Joyce-Oconnell,Joseph Brown,leedenise@morgan-ford.net,874-725-6523x040,"541 Mason Shoal, East Courtneybury, NM 03630",East Teresa,Florida,Senegal,45157,Logistics,1981,1741,14115334.68,www.joyce-oconnell.com,Pending,1.21,ry-19533350,2021-01-01,2023-07-23
51,Nelson and Sons,Angela Powell,pamela80@mcmahon-holt.net,358.880.4167,"Unit 5991 Box 7617, DPO AP 41488",Port Angel,Arizona,Dominica,81131,Finance,2001,1618,65584946.03,www.nelsonandsons.com,Closed,4.13,zw-15358750,2021-03-25,2021-05-17
52,Mason PLC,Ashley Sanders,richardcosta@scott.org,8060091769,"478 Jackson Crossing, Port Priscillastad, MT 73502",Morriston,South Carolina,Iran,54122,Technology,2001,4350,89026848.32,www.masonplc.com,Pending,2.73,iK-75489022,2025-02-04,2025-08-19
53,Stephens Ltd,Lauren Stephens,jeremyreynolds@thomas.com,433.592.8625x11433,"019 Max Trafficway Apt. 241, Burnston, VA 58831",Romeroburgh,Kansas,Madagascar,93651,Entertainment,2025,3446,43436089.81,www.stephensltd.com,Inactive,3.92,QK-65263258,2022-07-12,2024-06-23
54,Jones-Johnson,Angela Vazquez,ysmith@butler.net,001-717-052-3976x0570,"USNV Jones, FPO AP 69678",West Stephanie,Tennessee,Switzerland,86573,Real Estate,1981,4315,4052165.01,www.jones-johnson.com,Pending,1.09,An-57744517,2023-07-15,2024-12-03
55,Dean-Gates,William Hill,jessicawebb@frederick.com,450-515-9993,"65216 Matthew Canyon Suite 809, Jasonburgh, NM 65497",North William,Missouri,Russian Federation,45878,Logistics,1965,237,59223861.57,www.dean-gates.com,Inactive,4.57,BJ-33424424,2022-11-17,2023-01-17
56,Johnson Inc,Holly Rodriguez,kjohnson@ferguson.net,436.017.9457,"1473 Regina Oval Suite 888, Kariside, AZ 99059",Port Richardside,Pennsylvania,Greenland,19903,Manufacturing,1986,1453,81334939.96,www.johnsoninc.com,Closed,4.44,bU-39462630,2022-07-21,2023-08-29
57,Johnson-Torres,Sophia Stevens,justinmassey@alvarado-lane.biz,+1-866-410-3013,"PSC 2660, Box 5039, APO AA 69274",South Eric,Missouri,Kazakhstan,58033,Education,1975,2022,90731837.1,www.johnson-torres.com,Closed,4.48,xZ-54873455,2020-09-29,2021-01-01
58,Odonnell Group,Victoria Perkins,grodriguez@martinez.com,492.356.1693x7803,"72528 Jason Alley, Nataliefort, VT 39930",Michelleville,Indiana,Barbados,49652,Education,1962,180,20443422.75,www.odonnellgroup.com,Active,1.05,bk-68036342,2024-06-05,2025-08-19
59,Mitchell-Anderson,Kevin Thompson,jesusfry@benson.net,1259844477,"24470 Lewis Mount, Johnfurt, AZ 29725",Stephanieborough,Missouri,Suriname,67748,Retail,1967,3774,31489009.65,www.mitchell-anderson.com,Pending,3.04,MR-16576502,2024-06-19,2025-08-19
60,Jones Ltd,Jennifer Lane,meghan73@davis.info,427-194-9453x8209,"3204 Barnes Court Apt. 943, New Jesse, LA 86277",South Karinabury,Connecticut,Sudan,21558,Hospitality,1967,4596,27955973.57,www.jonesltd.com,Active,4.02,St-44293189,2022-05-04,2022-12-29
61,Thomas Inc,Angela Mooney,shawrachel@cardenas.info,+1-002-727-8124,"291 Brewer Canyon, Glennland, NV 32811",Lake Seanberg,Virginia,Antarctica (the territory South of 60 deg S),27543,Logistics,1956,3130,72318360.01,www.thomasinc.com,Pending,1.34,BZ-20177576,2022-06-03,2025-01-27
62,Lee and Sons,Megan Morton,lauren09@harris.org,423.753.0339x64624,"68259 Sherman Trail Apt. 128, Mcgeemouth, MN 40176",Schneiderburgh,Utah,Libyan Arab Jamahiriya,58123,Manufacturing,1983,608,41772714.99,www.leeandsons.com,Inactive,3.28,kX-18771437,2024-12-11,2025-08-19
63,Wilson PLC,Michael Moore,gpotter@webb.com,001-432-319-5940,"94954 Jonathan Village, East Haley, IN 44255",Pettyfurt,Hawaii,United States of America,86722,Technology,2023,2269,1232684.68,www.wilsonplc.com,Active,1.72,FG-33935862,2021-12-15,2021-12-21
64,Ford-Anderson,Jeffrey Brown,paularcher@mitchell-holmes.net,(224)848-6545,"6940 Anderson Stream Apt. 134, Hillton, CO 23203",Christopherview,Utah,Maldives,79321,Retail,1962,809,50372161.42,www.ford-anderson.com,Inactive,3.15,Ox-87588570,2021-12-04,2024-01-21
65,Mayer Ltd,Barbara Hunt,zmartinez@simon-burke.com,762.516.4536x09030,"78283 Diaz Tunnel, North Cynthiafort, KS 66638",Cunninghamfurt,New York,British Indian Ocean Territory (Chagos Archipelago),50239,Hospitality,1975,3391,68842045.42,www.mayerltd.com,Closed,3.74,aQ-77346645,2022-12-15,2025-01-23
66,Barnes-Potter,Jeffrey Heath,buchananbrittany@alexander-jones.com,304-420-4419,"159 Patrick Branch Suite 536, East Keithborough, NV 01389",Georgemouth,Minnesota,Argentina,19136,Healthcare,1963,3230,89464316.63,www.barnes-potter.com,Closed,4.87,iv-45977651,2024-03-31,2025-08-19
67,"Fry, Chen and Young",Erica Stevens,ytaylor@hall.net,411-073-4663,"524 Anderson Plains, Port Reneeside, WV 64017",Andrewchester,Delaware,Norway,99528,Hospitality,1974,2865,58305580.59,www.frychenandyoung.com,Pending,1.49,KR-71689104,2024-02-21,2024-07-03
68,Grant-Robinson,Terry Friedman,timothynorman@tucker-gonzalez.net,694.038.3600x9557,"8278 Patrick Curve, Jessicaport, MS 97846",Lewishaven,Rhode Island,Bermuda,37950,Technology,1987,2016,53402821.6,www.grant-robinson.com,Active,4.25,Ui-94330519,2023-06-06,2024-01-30
69,Black and Sons,John Newton,coleelizabeth@shelton.info,001-331-429-0281x174,"10301 Debbie Island, Morganton, AK 39295",Miguelmouth,Alaska,Israel,21689,Healthcare,1971,355,83629609.42,www.blackandsons.com,Active,1.85,GH-84158024,2021-02-02,2023-04-30
70,Berry-Stevens,Roger Fox,walshemily@eaton.org,074-046-4598,"934 Contreras Mission, New Mark, NJ 86995",North Dianamouth,Nebraska,Finland,80364,Retail,1977,3323,20168036.38,www.berry-stevens.com,Pending,4.85,xn-16219257,2025-06-29,2025-08-19
71,"Giles, Cunningham and Ball",William Melendez,kiddshawn@le-gonzales.org,+1-790-807-1100x6402,"082 Alexander Brook, New Brianna, ND 20213",Brewerburgh,Kansas,Saint Helena,67773,Healthcare,1972,1262,46807334.56,www.gilescunninghamandball.com,Inactive,4.83,XS-40321718,2022-09-21,2023-09-14
72,Moore Inc,Brandi Miller,dawsonbruce@mccall-johnson.com,675-300-7058x06267,"26806 Stone Cove, North Codychester, RI 15094",North Christina,New Jersey,United Arab Emirates,17420,Hospitality,1972,3662,55768326.46,www.mooreinc.com,Inactive,3.26,oo-48112190,2021-11-06,2022-01-28
73,"Herrera, Savage and Washington",David Moore,campbelledwin@green.com,(553)654-0800,"67037 Mccoy Square Apt. 739, North Carmenland, RI 55026",West Alyssa,Vermont,Myanmar,26997,Technology,2004,4287,97330187.51,www.herrerasavageandwashington.com,Active,4.62,rq-09114868,2024-03-27,2024-12-14
74,Velazquez and Sons,Stacy Sparks,odomrobin@munoz.com,(158)703-3290x73426,"3257 Meadows Port Suite 509, Derrickland, ND 77429",East Angelicachester,Louisiana,Korea,12067,Healthcare,1955,1561,38665176.29,www.velazquezandsons.com,Closed,4.42,QN-92252643,2023-12-06,2024-02-15
75,"Irwin, Young and Rosales",Rachel Gardner,ywilliams@stephens.info,+1-736-927-6760x67621,"907 Ann Isle Apt. 539, Lake Carolyn, ID 52368",Williamsonfort,Tennessee,Guinea,93865,Hospitality,2025,402,58960337.04,www.irwinyoungandrosales.com,Pending,4.96,Td-76165350,2024-07-09,2024-09-07
76,Johnson PLC,Hannah Walker,cassandrawilliams@hernandez.com,893.812.8630x01012,"9860 Vincent Rapids Apt. 864, Lopezside, OR 06142",New Christinastad,Idaho,Poland,82915,Logistics,1975,4174,3201475.29,www.johnsonplc.com,Closed,1.81,hq-25188763,2022-03-02,2023-05-01
77,Campbell-Jenkins,Lisa Hill,lewisamanda@hunter.com,+1-503-492-0925x417,"4034 Angie Row, New Juliastad, IL 88340",North Scottchester,Illinois,Turks and Caicos Islands,10328,Education,1956,4142,27319571.08,www.campbell-jenkins.com,Active,1.18,zt-75799531,2022-09-04,2022-12-19
78,Frank Inc,Samuel Peters,tanyatorres@maldonado.org,001-553-155-4587x11884,"30393 Kimberly Spring, North Carl, WY 04563",Townsendport,Tennessee,United Arab Emirates,39948,Hospitality,1979,2295,92856933.41,www.frankinc.com,Inactive,4.21,oe-75742683,2022-03-17,2023-04-09
79,Watkins-Hall,Mr. Christopher Bass,leedavid@morris.net,001-713-795-9597x071,"3005 Richards Knoll Suite 907, North Shawnborough, AR 35907",Ewinghaven,North Dakota,Mayotte,22611,Real Estate,1977,4061,87179322.21,www.watkins-hall.com,Active,1.61,yd-87796565,2023-08-16,2024-11-22
80,Hester LLC,David Thompson,brownchristopher@allison-martin.info,+1-020-018-6682x244,"3781 Williams Views, Kingchester, VT 49332",South Jordan,Iowa,United Arab Emirates,64658,Logistics,1968,668,114177.35,www.hesterllc.com,Active,4.63,Kw-09135657,2022-10-21,2023-11-16
81,Bass-Calderon,Stephanie Robinson,robertsimpson@wong-webster.com,810.200.9839x0620,"368 Sara Villages, Michelleshire, MO 57457",Tiffanymouth,Pennsylvania,Somalia,82461,Manufacturing,1984,3744,68995264.45,www.bass-calderon.com,Active,2.01,Hh-42854879,2025-08-18,2025-08-19
82,"Peterson, Brown and Stephenson",Jeffrey Rice,bherrera@knight.info,001-443-121-5597,"2859 Reed Harbor Suite 120, South Danielle, VT 44142",New Scott,Rhode Island,Bhutan,83237,Real Estate,2021,2466,7666437.41,www.petersonbrownandstephenson.com,Pending,4.0,pn-97345029,2021-12-18,2022-11-08
83,Wilson Group,Timothy Armstrong,swoods@crawford.net,001-877-965-5222x28203,"4132 Thomas Mountain, North Manuel, OR 30010",Evansport,New Mexico,Madagascar,99798,Retail,2020,3142,43453594.21,www.wilsongroup.com,Inactive,3.28,Kj-47107611,2021-03-29,2023-07-05
84,Phillips Ltd,Suzanne Young,jonesmary@walters-scott.info,001-935-196-2829,"82076 Sheila Lakes, New Laurachester, NC 29821",Gwendolynside,Washington,Qatar,50058,Healthcare,1962,4210,73333801.71,www.phillipsltd.com,Inactive,3.8,VN-43599636,2023-07-02,2025-08-19
85,Gomez-Hammond,Donald Knight,brooksmichael@johnson-carson.com,051.384.1020x446,"0648 Morgan Lake Suite 351, Clarkstad, NC 68545",Laneport,West Virginia,Spain,18748,Hospitality,1959,470,21080849.08,www.gomez-hammond.com,Pending,2.71,Wt-88747661,2024-11-19,2025-08-19
86,Ellis-Baldwin,Cindy Smith,kyleayers@santana-jackson.com,583.693.8939x4449,"484 Prince Dale, Port Douglasfort, KS 90273",Bethanyburgh,Tennessee,Brazil,43973,Real Estate,1985,2261,29418293.33,www.ellis-baldwin.com,Closed,1.1,qc-34664130,2024-02-17,2025-08-19
87,"Herrera, Bradley and Smith",Mark Mcguire,parkerdiana@bell.org,(642)777-2489x2536,"USS James, FPO AP 04185",Jaclynport,Florida,Tajikistan,64823,Logistics,1971,3559,10286112.87,www.herrerabradleyandsmith.com,Closed,1.92,hz-82330232,2021-06-12,2023-02-15
88,"White, Webb and Simmons",Michelle Collins,ashleymayo@hensley.org,(606)734-6444x3205,"9700 Roger Heights, West Darleneland, MT 22468",East Stephanie,Maryland,Saint Pierre and Miquelon,43646,Education,2004,4358,31983700.86,www.whitewebbandsimmons.com,Active,2.32,Uf-68616821,2024-05-02,2024-06-07
89,"Wilson, Phillips and Wang",Julie Cisneros,walkernicole@washington.com,295.351.7742,"36624 Derrick Valley Apt. 019, Hopkinsside, CO 07724",East Jasonport,Wisconsin,Turks and Caicos Islands,32910,Hospitality,1988,1154,74775391.51,www.wilsonphillipsandwang.com,Active,2.92,fN-69417276,2021-11-03,2024-02-24
90,Fischer-Shaffer,Tina Bryan,kathryn33@tran-wilson.org,(565)092-8079x5123,"296 Jones Freeway, Hughesview, CT 65408",Leeborough,California,Kazakhstan,32165,Logistics,2014,3187,23660978.2,www.fischer-shaffer.com,Closed,3.37,du-47454469,2024-07-20,2025-07-03
91,Benton and Sons,Kristen Rice,christopher98@jones.net,001-077-079-2974x245,"671 Austin Club Suite 174, Williamville, SD 07453",North Hunter,Kentucky,Turkey,41599,Manufacturing,1982,4900,61594996.12,www.bentonandsons.com,Active,2.14,IH-07501146,2023-09-18,2024-03-27
92,"Benjamin, Michael and Richardson",Virginia Lewis,johnsimmons@acosta.com,001-257-515-2615,"9144 Bell Heights, South Jamesland, NM 36819",Kathleenville,Rhode Island,Azerbaijan,58292,Logistics,2012,1769,81426566.2,www.benjaminmichaelandrichardson.com,Active,4.59,cW-12113976,2021-12-01,2024-06-03
