business_id,business_name,owner_name,email,phone,address,city,state,country,zipcode,industry,founded_year,employee_count,revenue,website,status,rating,registration_no,created_at,updated_at
3356,Perez Ltd,Jennifer Johnson,lisa13@gregory.com,908-804-5519x81002,"USCGC Allison, FPO AP 77091",Port Juliaberg,Kentucky,Sudan,88347,Healthcare,1976,3297,28795446.15,www.perezltd.com,Inactive,3.82,oz-10247802,2021-02-18,2022-04-19
3357,"Fitzgerald, Cook and Smith",John Martinez,stephanie04@williams.biz,001-717-962-2127,"439 Kevin Junction Apt. 489, South Paul, WY 48965",New Kevinland,North Carolina,South Africa,31320,Finance,1964,3673,62579011.77,www.fitzgeraldcookandsmith.com,Inactive,3.42,iJ-28809120,2025-07-27,2025-08-19
3358,Williams-Perry,Jonathan Miller,rrogers@cole.org,001-072-397-2463x554,"307 Cindy Lights, New Reneemouth, RI 24014",Hessville,Delaware,Belgium,21844,Entertainment,2015,2000,1304678.86,www.williams-perry.com,Pending,1.83,wD-49493827,2025-01-02,2025-02-11
3359,Watson-Mcintosh,Robert Weber,courtneyjones@peters.biz,8086853332,"PSC 5019, Box 0047, APO AP 71144",Mclaughlinland,Rhode Island,Samoa,07472,Finance,1986,714,46196570.16,www.watson-mcintosh.com,Active,4.29,Id-93139206,2023-10-15,2024-12-26
3360,"Novak, Johnson and Coleman",Linda Cook,trivera@rodriguez.info,(115)254-3190x7771,"54805 Moore Locks Suite 667, West Leah, GA 44294",Jenniferville,Alabama,Latvia,12021,Retail,2018,33,22603750.57,www.novakjohnsonandcoleman.com,Inactive,4.62,ut-16655298,2022-09-02,2024-06-07
3361,"Morris, Fisher and Stevens",Tina Allen,edwinpatel@cole.com,001-433-995-0783,"8068 Christopher Drive, Geraldbury, CT 12712",South Chadshire,Indiana,Bangladesh,56083,Education,1987,3335,95044080.45,www.morrisfisherandstevens.com,Closed,1.78,SN-09478561,2022-12-16,2023-07-03
3362,Bell-Carroll,Martin Lopez,joannawalker@tyler.com,+1-235-909-8800x234,"433 Price Forest Suite 429, Paynemouth, KS 76298",East Thomas,Rhode Island,Costa Rica,84956,Technology,2001,4578,85038457.96,www.bell-carroll.com,Pending,3.23,jz-72787334,2021-12-22,2023-04-05
3363,"Garza, Henry and Williams",Joshua Murphy,kelseymack@johnson.info,246.502.6349,"8903 Brown Burgs Apt. 070, South Kathleen, NH 23758",Hillborough,Washington,Cook Islands,10110,Technology,1972,3535,1008689.56,www.garzahenryandwilliams.com,Inactive,4.85,iP-64571076,2023-10-16,2025-08-19
3364,Bryan-Watkins,Anthony Phillips,jennifergray@johnson.com,+1-064-471-2045x74706,"515 Michael Falls Apt. 018, East Lindaberg, RI 66056",Lake Aaron,Arizona,Malawi,07027,Manufacturing,1988,2706,75924384.66,www.bryan-watkins.com,Pending,3.5,vL-39810550,2021-01-31,2023-01-17
3365,Hickman-Pierce,Alyssa Snyder,rodriguezamanda@schroeder.com,514-105-0051,"433 John Underpass Suite 120, Berryton, DE 92400",Jeffreyside,Connecticut,Tajikistan,96715,Education,1994,3888,41139294.51,www.hickman-pierce.com,Closed,4.57,uo-14163612,2024-07-05,2025-08-19
3366,Snyder-Rodriguez,Nathan Delgado,michaelodonnell@harper.com,013-932-3689,"31508 Brian Turnpike, Jeffreyshire, TN 09844",Emilyfort,Michigan,Guernsey,05380,Manufacturing,2009,3356,53758942.06,www.snyder-rodriguez.com,Inactive,1.54,BA-20696669,2024-12-23,2025-02-01
3367,"Yates, Edwards and Stewart",Casey Pratt,vanessa08@spencer-moore.com,+1-576-608-2315x78437,"413 Jacob Dam, West Matthew, IA 23319",Bryceville,Idaho,United States Virgin Islands,74191,Hospitality,1977,4254,3572355.51,www.yatesedwardsandstewart.com,Inactive,3.0,Td-14387033,2023-04-12,2024-07-21
3368,Rosario Group,Richard Lewis,philip65@henry.info,513.614.2529x4626,"49554 Rebecca Grove, North David, LA 39743",Lake Brittanymouth,Mississippi,Ghana,22938,Finance,2024,3410,57128260.42,www.rosariogroup.com,Active,2.38,Ws-14708149,2025-05-05,2025-08-19
3369,Smith-Snyder,Michael Martin,wquinn@brown-pena.com,+1-941-815-3223x58817,"82915 Mckinney Vista Suite 294, Mannland, NC 41763",Chasechester,Connecticut,Reunion,10643,Hospitality,2016,3688,88311576.19,www.smith-snyder.com,Inactive,4.59,nf-89973860,2022-08-06,2024-05-13
3370,"Boyd, Walker and Carter",Rebecca Cooley,amandaburke@henderson.biz,437.698.6699,"PSC 4689, Box 5930, APO AP 67433",South Janetchester,Alaska,Cambodia,83932,Manufacturing,1954,4294,88006239.13,www.boydwalkerandcarter.com,Inactive,4.07,nd-32406122,2022-12-31,2025-08-06
3371,Irwin-Keller,Michelle Wells,brianrodriguez@dawson-franklin.com,+1-880-681-4523x501,"6319 Jessica Locks Apt. 467, Lake Amyville, NC 67835",West Nicole,Montana,Romania,67759,Entertainment,2023,3064,41929605.92,www.irwin-keller.com,Closed,3.19,ge-16667824,2023-11-13,2024-10-23
3372,Anderson-Flores,Nicole Burgess,sjames@mckenzie-black.com,723.909.5947x99667,"35792 Deanna Inlet Suite 580, Davidport, HI 53497",North Jordan,New Jersey,Nigeria,57667,Manufacturing,1972,1026,52343816.49,www.anderson-flores.com,Closed,3.13,sT-48720747,2025-02-12,2025-08-19
3373,"Ware, Houston and Vega",Robin Harding,brianna82@ali-johnson.biz,604.413.2991x0998,"21679 Rice Station, Lynntown, IL 63137",Lake Elizabethstad,Nevada,Venezuela,26678,Education,2001,2822,43582803.34,www.warehoustonandvega.com,Active,1.27,sj-05921898,2021-12-17,2022-09-28
3374,Gibbs PLC,Frederick Anderson,jamescampos@oconnell.com,(934)173-9291,"USNV Richardson, FPO AP 88501",West Todd,Maine,Qatar,06343,Real Estate,2011,3458,48829627.16,www.gibbsplc.com,Inactive,3.8,hJ-08151861,2022-08-17,2024-12-17
3375,Solis LLC,Christopher Henry,robertgomez@lee.biz,(588)829-9708,"317 Rivera Avenue, Moniquefurt, AK 79486",New Rhonda,Iowa,American Samoa,56233,Logistics,1963,1718,88741786.43,www.solisllc.com,Pending,1.18,sg-80524380,2022-06-14,2024-06-04
3376,"George, Garcia and Rios",Stacy Sparks,hpham@evans.com,001-124-557-8812,"939 Wilkerson Stravenue, Port Taraberg, MD 87613",Matthewhaven,Mississippi,Thailand,12685,Finance,1985,1425,63079371.0,www.georgegarciaandrios.com,Pending,2.84,Em-35882188,2024-10-10,2025-08-19
3377,"Hamilton, Sims and Larson",Anthony Floyd,anna41@johnson-williams.biz,974-548-7004x924,"712 Ross Estate Suite 369, Shannonbury, AL 93910",East Paulaland,Tennessee,Lesotho,06020,Retail,2017,4200,18862195.55,www.hamiltonsimsandlarson.com,Closed,4.42,jA-23021894,2021-10-04,2023-04-23
3378,Douglas-Rivera,Mary Miller,hamiltonjulie@brown.com,001-383-828-9772x4975,"8220 Torres Road Apt. 245, North Edwardfurt, AK 44030",Port Charles,Maine,Lesotho,87561,Technology,1964,2168,13736303.91,www.douglas-rivera.com,Closed,1.15,cq-09867010,2020-09-29,2022-10-14
3379,"Alexander, Jordan and Jackson",Brian Underwood,castanedadestiny@clark.com,6067719194,"0318 Allen Way, Port Jacob, NJ 51975",North Robinton,Oklahoma,Andorra,03594,Hospitality,1953,2047,77823344.76,www.alexanderjordanandjackson.com,Pending,3.83,tD-01875539,2021-04-04,2021-04-21
3380,"Cooper, Warren and Spence",Danielle Long,ryan73@larson-berry.info,001-803-442-7422,"Unit 7905 Box 5889, DPO AA 30988",Rodriguezland,New Hampshire,Somalia,62290,Healthcare,2018,1130,21742621.13,www.cooperwarrenandspence.com,Pending,4.1,JN-54679987,2025-06-15,2025-08-19
3381,Green-Conner,Monica Perez,wattschristian@ford.com,+1-985-194-8099,"934 Mccarty Port Apt. 918, North Stacy, CA 56101",South Victoriahaven,Indiana,Bahrain,88824,Real Estate,2006,899,40059097.91,www.green-conner.com,Active,4.16,vc-50314325,2022-03-13,2023-06-04
3382,Murphy-Martin,Joshua Houston,sancheznicole@stewart.com,(452)135-7274x51701,"553 Holmes Hollow, East Rachelshire, ME 95010",Sherrymouth,Nebraska,Denmark,36146,Healthcare,1964,2939,87661391.73,www.murphy-martin.com,Inactive,2.97,Tw-74027443,2021-12-11,2022-04-26
3383,Shannon-Quinn,Gary Ramirez,millermonica@stokes.com,379.444.7325,"419 Alvarez Court, East Lisamouth, AL 31997",Joannborough,California,Saint Vincent and the Grenadines,23339,Manufacturing,2016,273,16289336.54,www.shannon-quinn.com,Closed,1.3,nq-36210810,2021-05-21,2021-08-20
3384,Odonnell-Allen,Joshua Patterson,morrowdavid@burton.net,(636)932-3519x574,"5023 Jenny Street, New Earlview, KY 46191",Angelahaven,Indiana,Faroe Islands,15861,Education,2000,3105,75590345.79,www.odonnell-allen.com,Active,4.57,Fl-08409430,2021-07-21,2023-05-12
3385,"Smith, Watkins and Reynolds",David Leach,anthony34@mclaughlin-edwards.com,084.839.6555,"801 David Square Suite 511, Amandahaven, VA 08055",Cruzchester,Missouri,Timor-Leste,89164,Healthcare,1964,2364,48746320.29,www.smithwatkinsandreynolds.com,Inactive,3.91,aq-01069417,2025-04-27,2025-08-19
3386,"Hood, Martinez and Mcdonald",Sean Nielsen,andrew62@hoover-hernandez.com,787.984.3269,"95050 Williamson Ridge, New Danielleton, NH 32182",Flynnstad,Oklahoma,Peru,39047,Education,1974,3636,55545847.06,www.hoodmartinezandmcdonald.com,Closed,1.77,gi-66245568,2022-10-09,2024-02-03
3387,Bright-Nelson,Carl Perez,nicholsamanda@burns.org,+1-711-907-8447x34709,"97176 Martinez Cliff, Port Robin, SC 12601",Courtneyton,Arizona,Afghanistan,82461,Finance,1975,3868,22046133.51,www.bright-nelson.com,Pending,1.42,Rf-61415148,2023-12-19,2025-06-04
3388,Kelly-Jordan,Kevin Mclaughlin,fjames@wood.com,842-794-3286x95870,"PSC 1775, Box 7840, APO AE 51897",Port Maryview,Connecticut,Liechtenstein,41649,Hospitality,2022,2237,78900795.49,www.kelly-jordan.com,Inactive,2.1,jX-76487091,2022-03-22,2024-02-10
3389,Matthews-Carrillo,Christopher Gutierrez,wendy13@soto.com,540.499.3031x64528,"69212 Davis Alley Apt. 115, Gonzalezland, AZ 92657",Jamesport,South Carolina,Azerbaijan,61307,Education,1993,662,2748169.32,www.matthews-carrillo.com,Active,4.81,IF-96563571,2022-09-18,2023-08-22
3390,Crawford Ltd,Angelica Collier,christophervincent@smith-kelley.com,023.814.8328x5018,"Unit 4870 Box 5819, DPO AE 90019",East Blake,Maine,Zimbabwe,84764,Healthcare,1978,3382,53113152.56,www.crawfordltd.com,Pending,3.23,zJ-39445744,2024-08-17,2025-08-19
3391,"Rogers, Smith and Huang",Raven Mcmahon,gcameron@roberson.com,+1-331-879-6587,"1569 Nathan Junctions, Port Dylanshire, WV 15062",Mooreton,Oregon,New Zealand,80627,Real Estate,1980,1071,26327986.59,www.rogerssmithandhuang.com,Closed,1.18,GO-60968332,2022-05-27,2024-08-19
3392,Lee Inc,Tyler Arnold,johnrodriguez@davis-moore.info,348-251-1479,"846 Rachel Pine Apt. 764, Thomasmouth, MI 49323",Mitchellmouth,New York,Belize,18665,Education,2017,2051,70859491.05,www.leeinc.com,Inactive,3.15,Oh-81521895,2022-12-13,2024-08-10
3393,"Ford, Sexton and Clarke",Abigail Sharp,collincalderon@smith.biz,(182)954-3555x26738,"890 Pugh Ridges Apt. 064, Whiteland, PA 35394",Kimberlychester,Vermont,Australia,34403,Education,1955,161,99931935.01,www.fordsextonandclarke.com,Active,4.59,dU-52913241,2021-06-09,2022-03-29
3394,"Morrison, Guzman and Brooks",Jeanne Gill,roger75@strickland.com,376-980-5057x4298,"048 Todd Alley Apt. 078, North Annberg, UT 50447",Steventon,South Dakota,Cayman Islands,15328,Real Estate,1976,4997,20423427.07,www.morrisonguzmanandbrooks.com,Inactive,2.24,FG-83562304,2023-06-25,2024-06-21
3395,Griffin-Russell,Timothy Wilson,wallslauren@lee.com,001-234-161-8197,"29856 Underwood Light Suite 536, Lake Christopher, CO 96489",Lake Mirandaton,Iowa,Kazakhstan,65786,Retail,1956,1318,14151259.83,www.griffin-russell.com,Closed,1.41,zt-68151523,2022-06-30,2024-11-09
3396,"Bowen, Ellis and Howard",Crystal Johnson,ramirezkenneth@harris-anderson.com,(779)361-6656x214,"920 Bryan Trafficway, North Jennifermouth, IL 32594",Alexandriaside,Maryland,Mauritius,66137,Education,1972,3669,50567403.94,www.bowenellisandhoward.com,Closed,2.82,wp-27301221,2022-03-21,2023-03-10
3397,Gonzalez Group,Kelli Ballard,diazjames@freeman.org,+1-625-412-3641x4213,"68543 Cook Lane Suite 895, Hernandezbury, ID 17703",Josephland,West Virginia,Samoa,15629,Entertainment,1957,4115,38946799.96,www.gonzalezgroup.com,Closed,1.02,sk-76866423,2020-09-09,2022-12-31
3398,French-Brown,Jason Mcdonald,carla35@hartman.com,(555)185-7738x8929,"7066 Erin Radial, Port Mitchell, AZ 36579",West Blake,Texas,Niue,29606,Healthcare,2001,3420,64830206.58,www.french-brown.com,Inactive,3.23,jm-89071375,2020-09-08,2022-12-25
3399,"Hunt, Trevino and Harris",Michael Hayes,robertjohnson@fisher.com,(910)049-0509x8180,"6822 Adams Plains Apt. 458, Navarrostad, DE 92328",South Curtis,Arizona,Paraguay,36957,Hospitality,2000,1943,26153605.28,www.hunttrevinoandharris.com,Inactive,3.11,Nw-90946818,2023-06-02,2025-04-18
3400,"Lawson, King and Knight",James Martin,erichenderson@stone.com,+1-581-525-0469x8373,"041 Kelly Spurs Apt. 096, Karlaberg, WA 09865",Perkinsland,Wyoming,San Marino,31520,Education,1962,4409,32069648.72,www.lawsonkingandknight.com,Active,2.27,uU-74023967,2025-03-11,2025-08-19
3401,"Garcia, Ortiz and Fowler",Tina Charles,ocoleman@jones.org,299.871.7429x400,"83062 Jason Rest, Riveramouth, WI 86456",Jacksonfurt,California,Georgia,63408,Real Estate,1950,1317,43628098.7,www.garciaortizandfowler.com,Pending,1.89,XZ-21168755,2020-11-17,2022-10-05
3402,Mitchell-Mahoney,Eric Ortiz,gcisneros@christensen-graves.org,+1-322-541-2929,"53095 Phillips Point, Gravesland, NJ 05440",Rachelport,Pennsylvania,Australia,65384,Entertainment,1980,952,91822232.22,www.mitchell-mahoney.com,Active,2.74,Gh-23111046,2025-05-04,2025-08-19
3403,Buchanan and Sons,Christopher Mcdonald,aaronhughes@meza-cooper.net,(400)544-5722,"1793 Jason Turnpike Apt. 525, East Austinfort, VT 93647",Lake Virginiashire,New Jersey,Antigua and Barbuda,78559,Finance,1971,4704,37833100.94,www.buchananandsons.com,Closed,2.45,Mu-36025375,2024-08-15,2025-08-19
3404,Chen-Marks,Tiffany Gates,robinmiller@parker-fisher.com,(374)528-7482x835,"327 Autumn Hills, Elizabethmouth, GA 58610",Briannatown,Iowa,Marshall Islands,71594,Technology,2011,1574,96298390.85,www.chen-marks.com,Closed,2.53,zD-86568366,2022-04-26,2022-05-02
3405,Hodges LLC,Melissa Simpson,goldenbailey@franklin.com,001-392-914-6801x0145,"655 Eric Ridges, West Brian, FL 01026",Penafort,Oklahoma,Malaysia,83361,Retail,1952,3004,89948829.91,www.hodgesllc.com,Inactive,2.39,GJ-85715782,2025-06-26,2025-07-10
3406,"Lewis, Morgan and Hall",Austin Bowman,vanessa29@smith.com,767.625.0793x54089,"USCGC Bradford, FPO AP 47052",East Taylorfurt,Georgia,Trinidad and Tobago,14096,Logistics,1979,1024,44935094.13,www.lewismorganandhall.com,Active,4.25,qa-20317520,2024-11-25,2025-08-19
3407,Durham-Stewart,Amanda Powell,mmartinez@murray.com,+1-641-512-6122x2585,"PSC 1600, Box 5149, APO AA 01759",Lake Annside,Oregon,Jersey,64316,Healthcare,1954,3751,17433711.73,www.durham-stewart.com,Closed,2.57,iX-57123594,2024-03-24,2025-08-19
3408,Griffin-Sexton,Lisa Myers,strongdaniel@robinson-thomas.com,+1-933-455-4984x1139,"USNS Shaw, FPO AA 66005",East Nathanville,Florida,Chile,04211,Manufacturing,2004,4176,86540946.34,www.griffin-sexton.com,Inactive,1.98,Do-33661848,2023-03-02,2025-08-06
3409,Sullivan-Patrick,Monique Weber,nbrown@lowe-hernandez.info,(035)628-8903x81162,"913 Barry Wall Suite 164, Joannashire, DE 48817",Rodriguezstad,Massachusetts,Korea,17740,Manufacturing,1955,4503,97814776.35,www.sullivan-patrick.com,Pending,2.94,FF-98385022,2025-01-17,2025-08-19
3410,Hall-Smith,Kristen Reyes,bhoward@munoz.net,001-767-625-7219x5644,"0583 Baker Spur, Smithfurt, MA 23599",West Edwardside,Georgia,Haiti,64289,Technology,1994,59,74644526.78,www.hall-smith.com,Inactive,1.87,rC-01822351,2021-03-13,2023-03-30
3411,"Davis, Morris and Wilson",Nicole Robbins,albertfuller@rich.info,(106)489-4525x148,"434 Cox Cliff, North Jacobfurt, MO 92049",New Sherristad,Massachusetts,Andorra,11527,Finance,1964,1391,36154131.06,www.davismorrisandwilson.com,Closed,3.6,Bw-08028505,2021-09-07,2024-04-01
3412,Preston and Sons,Jessica Brown,monica84@rowe.com,(971)897-8460x034,"7597 Romero Orchard Apt. 913, Jodybury, UT 46116",Hallhaven,Maine,Holy See (Vatican City State),83856,Entertainment,1960,1408,90069913.23,www.prestonandsons.com,Active,4.9,Fw-33748000,2023-12-12,2025-04-05
3413,"Mason, Estrada and Lee",Shelia Bryant,campbellandrew@murphy-williams.com,862-712-1616,"840 Rush Wall Apt. 813, Jasonchester, DE 92525",East Alexisland,Washington,Guinea-Bissau,83934,Finance,2015,4056,65447271.04,www.masonestradaandlee.com,Pending,1.98,QH-00038873,2021-03-19,2021-05-26
3414,"Myers, Mitchell and Arroyo",Frank Dixon,qwilson@vasquez.com,(335)203-9117x139,"9900 Lisa Lodge, Ruizville, ND 25641",Alishafurt,Kentucky,Peru,89119,Entertainment,2009,4608,42155250.53,www.myersmitchellandarroyo.com,Active,1.69,qn-36697395,2022-09-07,2023-02-13
3415,Price-Evans,Erika Patrick,brittany91@mason-edwards.net,+1-465-388-7650x52707,"PSC 9279, Box 5886, APO AP 70650",East Carrie,Massachusetts,Norfolk Island,33899,Retail,1960,2078,85489215.98,www.price-evans.com,Active,2.61,AU-61639006,2022-10-24,2023-12-14
3416,Evans and Sons,Jaclyn Miller,tiffany98@douglas.org,(473)345-0632x81198,"94930 Walker Walk, South Valerie, IN 24168",New Brittanystad,Iowa,United States Minor Outlying Islands,64854,Logistics,2012,2941,31095382.69,www.evansandsons.com,Inactive,3.04,XP-55622256,2022-10-30,2023-01-27
3417,Davis and Sons,Joshua Johnston,fnelson@thomas.biz,752.303.8955x1784,"72260 Hudson Island, Michaelmouth, NJ 85150",Carrborough,Illinois,Rwanda,15138,Hospitality,2014,2669,89178801.61,www.davisandsons.com,Active,2.1,IS-17633132,2025-01-08,2025-08-19
3418,"Williams, Brady and Rodriguez",Elizabeth Harris,davidmorris@foley-waters.com,001-965-247-5686x870,"046 Monica Villages Suite 527, Micheleton, OH 18351",East Scottfurt,Minnesota,Liechtenstein,90841,Finance,1992,2521,48310006.24,www.williamsbradyandrodriguez.com,Closed,3.39,IU-05618973,2023-08-05,2023-11-05
3419,White-Estrada,Jorge Liu,davisgeorge@turner.com,(196)048-8552,"7778 Raymond Divide, East Thomashaven, OK 62222",Megantown,Georgia,Cameroon,26288,Retail,1960,3483,29724605.52,www.white-estrada.com,Active,2.25,PT-79260829,2022-10-08,2022-12-11
3420,Garcia-Brown,Faith Hernandez,monroecatherine@hunter.com,879-430-8390x2905,"USS Huff, FPO AA 93349",New Joseph,California,Denmark,63691,Retail,2007,1489,61432508.44,www.garcia-brown.com,Closed,3.33,Yy-42085038,2021-07-09,2022-10-02
3421,"Jackson, Burton and Zimmerman",Cynthia Thompson,susanjackson@hernandez.com,001-918-916-8514,"81242 Caitlin Key, Reneeshire, KS 61569",East Daniel,Washington,Moldova,16122,Technology,2021,462,52304433.25,www.jacksonburtonandzimmerman.com,Closed,3.96,MU-68849179,2023-10-11,2025-05-22
3422,Brady and Sons,Kathleen Hernandez,john19@white-cohen.com,(603)295-3587,"78560 York Station Suite 314, West Kristahaven, OK 66328",Loveberg,New Mexico,Korea,11181,Entertainment,1967,3445,69190071.15,www.bradyandsons.com,Closed,4.97,VZ-28032680,2021-04-09,2021-04-24
3423,Young-Chen,Phyllis Grant,xfisher@moore.com,033-693-9942x47411,"3001 Lewis Points Apt. 528, Port Robert, MI 58540",Hallfurt,Maine,Jordan,42570,Entertainment,1999,4400,75359470.8,www.young-chen.com,Inactive,4.36,ls-58328560,2023-12-04,2024-04-09
3424,"Luna, Flores and Hanson",Kyle Norris,pedwards@chapman-wright.info,513-132-3647x207,"9436 Quinn Circle, Port Charlotte, NM 15410",Smithfurt,New Jersey,Guinea,78501,Finance,1971,1353,27561635.28,www.lunafloresandhanson.com,Inactive,2.67,Gb-02388495,2023-06-04,2025-03-04
